date,plot,range,column,scientificname,genotype,treatment,blocking_height,method,aboveground_dry_biomass,units,method_type
2017-09-15,MAC Field Scanner Season 4 Range 7 Column 15,7,15,Sorghum bicolor,PI329471,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,9079,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 8 Column 15,8,15,Sorghum bicolor,PI156487,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,19160,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 10 Column 13,10,13,Sorghum bicolor,PI641860,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,35400,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 10 Column 14,10,14,Sorghum bicolor,PI19770,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,19660,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 11 Column 12,11,12,Sorghum bicolor,PI656065,MAC Season 4: BAP water-deficit stress Aug 15-30,short,Whole above ground biomass at harvest,20880,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 13 Column 14,13,14,Sorghum bicolor,PI154844,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,32360,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 15 Column 13,15,13,Sorghum bicolor,PI273465,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,21870,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 16 Column 13,16,13,Sorghum bicolor,PI146890,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,22990,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 18 Column 13,18,13,Sorghum bicolor,PI641817,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,24780,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 18 Column 14,18,14,Sorghum bicolor,PI569425,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,22410,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 19 Column 12,19,12,Sorghum bicolor,PI167093,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,18150,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 21 Column 15,21,15,Sorghum bicolor,PI329632,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,9413,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 27 Column 13,27,13,Sorghum bicolor,PI570073,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,23230,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 27 Column 15,27,15,Sorghum bicolor,PI156463,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,24160,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 38 Column 12,38,12,Sorghum bicolor,PI570042,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,11950,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 38 Column 15,38,15,Sorghum bicolor,PI533998,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,10160,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 41 Column 13,41,13,Sorghum bicolor,PI329710,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,27970,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 42 Column 14,42,14,Sorghum bicolor,PI329466,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,48420,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 43 Column 14,43,14,Sorghum bicolor,PI569427,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,23000,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 51 Column 14,51,14,Sorghum bicolor,PI196598,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,27570,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 31 Column 2,31,2,Sorghum bicolor,PI195754,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,17820,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 20 Column 4,20,4,Sorghum bicolor,PI526905,MAC Season 4: BAP water-deficit stress Aug 15-30,short,Whole above ground biomass at harvest,12220,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 30 Column 4,30,4,Sorghum bicolor,PI569416,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,17260,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 30 Column 11,30,11,Sorghum bicolor,PI563022,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,14990,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 2 Column 3,2,3,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,border,Whole above ground biomass at harvest,34420,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 3 Column 2,3,2,Sorghum bicolor,PI329465,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,14400,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 3 Column 9,3,9,Sorghum bicolor,PI563020,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,20670,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 5 Column 2,5,2,Sorghum bicolor,PI569445,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,5855,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 6 Column 4,6,4,Sorghum bicolor,PI329286,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,17300,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 7 Column 12,7,12,Sorghum bicolor,PI521290,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,27020,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 10 Column 3,10,3,Sorghum bicolor,PI175919,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,20920,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 10 Column 4,10,4,Sorghum bicolor,PI297155,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,12780,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 12 Column 4,12,4,Sorghum bicolor,PI655983,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,24960,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 16 Column 3,16,3,Sorghum bicolor,PI569886,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,13360,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 16 Column 9,16,9,Sorghum bicolor,PI566819,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,34610,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 17 Column 9,17,9,Sorghum bicolor,PI229841,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,32590,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 18 Column 11,18,11,Sorghum bicolor,PI641862,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,24030,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 21 Column 11,21,11,Sorghum bicolor,PI570031,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,13300,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 22 Column 2,22,2,Sorghum bicolor,PI329518,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,12510,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 22 Column 3,22,3,Sorghum bicolor,PI329665,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,16550,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 23 Column 3,23,3,Sorghum bicolor,PI585954,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,18820,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 24 Column 9,24,9,Sorghum bicolor,PI641830,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,26240,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 26 Column 3,26,3,Sorghum bicolor,PI570071,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,7938,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 27 Column 4,27,4,Sorghum bicolor,PI641835,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,17410,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 27 Column 10,27,10,Sorghum bicolor,PI92270,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,60950,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 29 Column 9,29,9,Sorghum bicolor,PI563295,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,38200,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 31 Column 3,31,3,Sorghum bicolor,PI641860,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,16080,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 31 Column 10,31,10,Sorghum bicolor,PI540518,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,11910,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 32 Column 11,32,11,Sorghum bicolor,PI524475,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,21440,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 34 Column 2,34,2,Sorghum bicolor,PI569454,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,14050,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 34 Column 4,34,4,Sorghum bicolor,PI22913,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,16450,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 34 Column 9,34,9,Sorghum bicolor,PI646251,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,16660,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 34 Column 10,34,10,Sorghum bicolor,PI156217,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,23210,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 34 Column 11,34,11,Sorghum bicolor,PI302252,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,29460,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 35 Column 4,35,4,Sorghum bicolor,PI329644,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,17570,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 36 Column 2,36,2,Sorghum bicolor,PI155885,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,15750,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 36 Column 3,36,3,Sorghum bicolor,PI329333,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,25870,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 41 Column 2,41,2,Sorghum bicolor,PI566819,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,21290,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 41 Column 3,41,3,Sorghum bicolor,PI643008,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,4379,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 42 Column 3,42,3,Sorghum bicolor,PI251672,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,23490,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 44 Column 3,44,3,Sorghum bicolor,PI152728,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,18110,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 44 Column 10,44,10,Sorghum bicolor,PI329699,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,42400,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 46 Column 10,46,10,Sorghum bicolor,PI535792,MAC Season 4: BAP water-deficit stress Aug 15-30,short,Whole above ground biomass at harvest,7909,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 46 Column 11,46,11,Sorghum bicolor,PI329435,MAC Season 4: BAP water-deficit stress Aug 15-30,short,Whole above ground biomass at harvest,14120,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 47 Column 11,47,11,Sorghum bicolor,PI620072,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,28420,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 48 Column 4,48,4,Sorghum bicolor,PI329550,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,17050,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 49 Column 2,49,2,Sorghum bicolor,PI563338,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,21910,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 50 Column 2,50,2,Sorghum bicolor,PI181083,MAC Season 4: BAP water-deficit stress Aug 15-30,short,Whole above ground biomass at harvest,7793,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 50 Column 9,50,9,Sorghum bicolor,PI655978,MAC Season 4: BAP water-deficit stress Aug 15-30,short,Whole above ground biomass at harvest,12420,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 51 Column 3,51,3,Sorghum bicolor,PI145633,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,17740,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 51 Column 11,51,11,Sorghum bicolor,PI563002,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,18960,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 52 Column 2,52,2,Sorghum bicolor,PI585954,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,14740,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 14 Column 6,14,6,Sorghum bicolor,PI329550,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,29740,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 25 Column 6,25,6,Sorghum bicolor,PI155885,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,24940,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 43 Column 6,43,6,Sorghum bicolor,PI619807,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,20710,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 53 Column 2,53,2,Sorghum bicolor,Big_Kahuna,MAC Season 4: BAP water-deficit stress Aug 15-30,border,Whole above ground biomass at harvest,16040,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 53 Column 12,53,12,Sorghum bicolor,Big_Kahuna,MAC Season 4: BAP water-deficit stress Aug 15-30,border,Whole above ground biomass at harvest,15130,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 5 Column 8,5,8,Sorghum bicolor,PI152728,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,9186,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 11 Column 8,11,8,Sorghum bicolor,PI534165,MAC Season 4: BAP water-deficit stress Aug 1-14,short,Whole above ground biomass at harvest,9515,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 12 Column 8,12,8,Sorghum bicolor,PI641836,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,21390,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 18 Column 8,18,8,Sorghum bicolor,PI145633,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,30420,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 25 Column 8,25,8,Sorghum bicolor,PI329338,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,15830,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 46 Column 8,46,8,Sorghum bicolor,PI576399,MAC Season 4: BAP water-deficit stress Aug 1-14,short,Whole above ground biomass at harvest,23420,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 51 Column 8,51,8,Sorghum bicolor,PI19770,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,24470,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 52 Column 8,52,8,Sorghum bicolor,PI505735,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,20460,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 6 Column 6,6,6,Sorghum bicolor,PI569148,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,26780,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 7 Column 5,7,5,Sorghum bicolor,PI329644,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,54870,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 10 Column 7,10,7,Sorghum bicolor,PI255744,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,27500,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 12 Column 5,12,5,Sorghum bicolor,PI181080,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,17590,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 21 Column 6,21,6,Sorghum bicolor,PI155760,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,30920,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 23 Column 6,23,6,Sorghum bicolor,PI257599,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,28270,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 26 Column 5,26,5,Sorghum bicolor,PI152923,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,27740,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 29 Column 6,29,6,Sorghum bicolor,PI297155,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,16830,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 29 Column 7,29,7,Sorghum bicolor,PI641824,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,24930,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 31 Column 5,31,5,Sorghum bicolor,PI570109,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,33440,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 31 Column 6,31,6,Sorghum bicolor,PI63715,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,29930,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 36 Column 6,36,6,Sorghum bicolor,PI563355,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,19030,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 40 Column 5,40,5,Sorghum bicolor,PI569453,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,18490,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 42 Column 5,42,5,Sorghum bicolor,PI570388,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,29460,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 39 Column 15,39,15,Sorghum bicolor,PI562781,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,7112,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 45 Column 5,45,5,Sorghum bicolor,PI452692,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,21930,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 45 Column 6,45,6,Sorghum bicolor,PI152730,MAC Season 4: BAP water-deficit stress Aug 1-14,tall,Whole above ground biomass at harvest,29500,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 51 Column 5,51,5,Sorghum bicolor,PI641825,MAC Season 4: BAP water-deficit stress Aug 1-14,medium,Whole above ground biomass at harvest,23210,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 8 Column 12,8,12,Sorghum bicolor,PI329865,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,25720,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 9 Column 13,9,13,Sorghum bicolor,PI276837,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,35060,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 10 Column 15,10,15,Sorghum bicolor,PI144134,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,16480,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 12 Column 13,12,13,Sorghum bicolor,PI641824,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,26520,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 14 Column 13,14,13,Sorghum bicolor,PI563222,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,21420,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 23 Column 15,23,15,Sorghum bicolor,PI563329,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,29120,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 25 Column 13,25,13,Sorghum bicolor,PI152591,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,9039,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 26 Column 13,26,13,Sorghum bicolor,PI453696,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,25600,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 26 Column 15,26,15,Sorghum bicolor,PI511355,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,19080,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 27 Column 12,27,12,Sorghum bicolor,PI535783,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,13090,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 35 Column 15,35,15,Sorghum bicolor,PI145626,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,29250,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 40 Column 15,40,15,Sorghum bicolor,PI569457,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,8131,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 41 Column 15,41,15,Sorghum bicolor,PI570087,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,14970,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 42 Column 12,42,12,Sorghum bicolor,PI155516,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,16320,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 44 Column 14,44,14,Sorghum bicolor,PI154750,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,30290,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 44 Column 15,44,15,Sorghum bicolor,PI329256,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,16280,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 51 Column 13,51,13,Sorghum bicolor,PI641836,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,18370,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 21 Column 2,21,2,Sorghum bicolor,PI570373,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,16230,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 29 Column 15,29,15,Sorghum bicolor,PI197542,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,12280,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 20 Column 11,20,11,Sorghum bicolor,PI527045,MAC Season 4: BAP water-deficit stress Aug 15-30,short,Whole above ground biomass at harvest,10950,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 20 Column 2,20,2,Sorghum bicolor,PI542718,MAC Season 4: BAP water-deficit stress Aug 15-30,short,Whole above ground biomass at harvest,8209,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 30 Column 10,30,10,Sorghum bicolor,PI156393,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,22120,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 3 Column 11,3,11,Sorghum bicolor,PI573193,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,14400,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 6 Column 2,6,2,Sorghum bicolor,PI570075,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,14710,kg/ha,manual
2017-09-11,MAC Field Scanner Season 4 Range 6 Column 9,6,9,Sorghum bicolor,PI570110,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,30120,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 7 Column 2,7,2,Sorghum bicolor,PI303658,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,42000,kg/ha,manual
2017-09-15,MAC Field Scanner Season 4 Range 4 Column 14,4,14,Sorghum bicolor,PI562730,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,25140,kg/ha,manual
2017-09-10,MAC Field Scanner Season 4 Range 8 Column 4,8,4,Sorghum bicolor,PI329584,MAC Season 4: BAP water-deficit stress Aug 15-30,tall,Whole above ground biomass at harvest,5968,kg/ha,manual
2017-09-14,MAC Field Scanner Season 4 Range 10 Column 10,10,10,Sorghum bicolor,PI152816,MAC Season 4: BAP water-deficit stress Aug 15-30,medium,Whole above ground biomass at harvest,24040,kg/ha,manual
