date,sitename,range,column,lat,lon,treatment,cultivar,aboveground_dry_biomass,units
2017-09-11,MAC Field Scanner Season 4 Range 17 Column 5,17,5,33.0751226889757,-111.974982306455,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329394,23570.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 16 Column 5,16,5,33.0750867468949,-111.974982289965,MAC Season 4: BAP water-deficit stress Aug 1-14,PI506069,27770.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 12 Column 7,12,7,33.074942989130896,-111.97494948569401,MAC Season 4: BAP water-deficit stress Aug 1-14,PI213900,14250.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 4 Column 6,4,6,33.0746554469637,-111.974965723116,MAC Season 4: BAP water-deficit stress Aug 1-14,PI302252,35640.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 4 Column 5,4,5,33.0746554416209,-111.97498209219201,MAC Season 4: BAP water-deficit stress Aug 1-14,PI569458,13670.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 3 Column 7,3,7,33.0746195102036,-111.97494933754,MAC Season 4: BAP water-deficit stress Aug 1-14,PI569447,20690.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 45 Column 8,45,8,33.0761290836842,-111.97493365999901,MAC Season 4: BAP water-deficit stress Aug 1-14,PI157035,32720.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 41 Column 8,41,8,33.075985315291,-111.974933594076,MAC Season 4: BAP water-deficit stress Aug 1-14,PI569097,39620.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 37 Column 8,37,8,33.075841546894104,-111.974933528213,MAC Season 4: BAP water-deficit stress Aug 1-14,PI562970,20910.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 26 Column 8,26,8,33.075446183831396,-111.974933347024,MAC Season 4: BAP water-deficit stress Aug 1-14,PI585454,19550.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 24 Column 8,24,8,33.075374299604604,-111.974933314134,MAC Season 4: BAP water-deficit stress Aug 1-14,PI535795,21030.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 42 Column 6,42,6,33.0760212467124,-111.97496634926901,MAC Season 4: BAP water-deficit stress Aug 1-14,PI570145,27170.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 42 Column 7,42,7,33.0760212520408,-111.974949979913,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329319,19080.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 47 Column 5,47,5,33.076200951847895,-111.97498280107901,MAC Season 4: BAP water-deficit stress Aug 1-14,PI337689,39070.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 49 Column 7,49,7,33.0762728467247,-111.974950095274,MAC Season 4: BAP water-deficit stress Aug 1-14,PI569423,15700.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 50 Column 6,50,6,33.0763087834924,-111.974966481178,MAC Season 4: BAP water-deficit stress Aug 1-14,PI655972,16680.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 11 Column 5,11,5,33.0749070363977,-111.97498220751899,MAC Season 4: BAP water-deficit stress Aug 1-14,PI181083,26280.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 48 Column 5,48,5,33.07623689398989,-111.974982817578,MAC Season 4: BAP water-deficit stress Aug 1-14,PI569447,14790.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 43 Column 7,43,7,33.0760571941166,-111.9749499964,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329511,26520.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 30 Column 8,30,8,33.075589952192104,-111.97493341293101,MAC Season 4: BAP water-deficit stress Aug 1-14,PI570114,30110.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 6 Column 8,6,8,33.0747273417588,-111.974933017813,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329646,17700.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 15 Column 8,15,8,33.0750508206987,-111.97493316594401,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329864,22310.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 16 Column 8,16,8,33.0750867628028,-111.974933182418,MAC Season 4: BAP water-deficit stress Aug 1-14,PI563022,21800.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 19 Column 8,19,8,33.075194589113195,-111.974933231826,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329545,21020.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 23 Column 8,23,8,33.0753383575248,-111.974933297661,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329519,26140.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 30 Column 6,30,6,33.075589941608,-111.974966151481,MAC Season 4: BAP water-deficit stress Aug 1-14,PI297171,27410.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 5 Column 7,5,7,33.0746913943708,-111.97494937048401,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329300,46260.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 2 Column 6,2,6,33.0745835627963,-111.974965690159,MAC Season 4: BAP water-deficit stress Aug 1-14,Big_Kahuna,13430.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 43 Column 5,43,5,33.0760571835025,-111.974982735126,MAC Season 4: BAP water-deficit stress Aug 1-14,PI570096,23340.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 20 Column 7,20,7,33.075230525893396,-111.974949617458,MAC Season 4: BAP water-deficit stress Aug 1-14,PI576401,26630.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 21 Column 9,21,9,33.0752664786187,-111.974916895503,MAC Season 4: BAP water-deficit stress Aug 15-30,PI569453,17130.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 4 Column 9,4,9,33.074655462928,-111.974916615805,MAC Season 4: BAP water-deficit stress Aug 15-30,PI585608,20770.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 27 Column 8,27,8,33.0754821259332,-111.974933363502,MAC Season 4: BAP water-deficit stress Aug 1-14,PI563295,40900.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 3 Column 8,3,8,33.074619515524894,-111.974932968443,MAC Season 4: BAP water-deficit stress Aug 1-14,PI653616,21940.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 53 Column 6,53,6,33.0764166097816,-111.974966530613,MAC Season 4: BAP water-deficit stress Aug 1-14,Big_Kahuna,15700.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 33 Column 7,33,7,33.0756977731518,-111.97494983162599,MAC Season 4: BAP water-deficit stress Aug 1-14,PI569443,14900.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 22 Column 6,22,6,33.0753024047953,-111.97496601963499,MAC Season 4: BAP water-deficit stress Aug 1-14,PI330184,25670.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 23 Column 9,23,9,33.0753383628465,-111.974916928431,MAC Season 4: BAP water-deficit stress Aug 15-30,PI651496,29650.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 13 Column 9,13,9,33.0749789418557,-111.97491676384199,MAC Season 4: BAP water-deficit stress Aug 15-30,PI329585,17530.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 8 Column 9,8,9,33.0747992313525,-111.974916681589,MAC Season 4: BAP water-deficit stress Aug 15-30,PI329510,34810.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 49 Column 6,49,6,33.0762728414182,-111.97496646468201,MAC Season 4: BAP water-deficit stress Aug 1-14,PI570038,23670.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 47 Column 7,47,7,33.076200962508004,-111.974950062299,MAC Season 4: BAP water-deficit stress Aug 1-14,PI563196,52490.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 44 Column 7,44,7,33.0760931362596,-111.97495001288401,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329338,15830.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 39 Column 6,39,6,33.075913420461696,-111.97496629978599,MAC Season 4: BAP water-deficit stress Aug 1-14,PI525049,21590.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 37 Column 6,37,6,33.0758415362582,-111.97496626683201,MAC Season 4: BAP water-deficit stress Aug 1-14,PI569452,45860.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 35 Column 6,35,6,33.0757696520869,-111.974966233877,MAC Season 4: BAP water-deficit stress Aug 1-14,PI146890,32480.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 46 Column 7,46,7,33.076165020432704,-111.97495004586399,MAC Season 4: BAP water-deficit stress Aug 1-14,PI534120,10950.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 10 Column 5,10,5,33.0748710942481,-111.97498219103501,MAC Season 4: BAP water-deficit stress Aug 1-14,PI641821,43730.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 20 Column 8,20,8,33.0752305311768,-111.97493324827101,MAC Season 4: BAP water-deficit stress Aug 1-14,PI655972,20140.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 10 Column 8,10,8,33.0748711101981,-111.97493308365401,MAC Season 4: BAP water-deficit stress Aug 1-14,PI586435,24690.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 13 Column 8,13,8,33.0749789365353,-111.974933133006,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329480,11580.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 14 Column 8,14,8,33.075014878617104,-111.974933149475,MAC Season 4: BAP water-deficit stress Aug 1-14,PI455307,30620.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 33 Column 6,33,6,33.075697767842,-111.97496620089501,MAC Season 4: BAP water-deficit stress Aug 1-14,PI641810,24360.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 28 Column 8,28,8,33.0755180680121,-111.974933379977,MAC Season 4: BAP water-deficit stress Aug 1-14,PI562982,22610.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 31 Column 8,31,8,33.0756258943379,-111.974933429403,MAC Season 4: BAP water-deficit stress Aug 1-14,PI641821,23550.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 34 Column 8,34,8,33.075733720571996,-111.974933478779,MAC Season 4: BAP water-deficit stress Aug 1-14,PI585608,14220.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 48 Column 8,48,8,33.0762369099097,-111.97493370939199,MAC Season 4: BAP water-deficit stress Aug 1-14,PI156326,14020.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 16 Column 6,16,6,33.0750867522222,-111.974965920781,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329546,28620.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 19 Column 7,19,7,33.075194583772806,-111.974949601003,MAC Season 4: BAP water-deficit stress Aug 1-14,PI157035,19730.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 23 Column 7,23,7,33.075338352201,-111.974949666891,MAC Season 4: BAP water-deficit stress Aug 1-14,PI585452,17900.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 29 Column 8,29,8,33.0755540100909,-111.974933396451,MAC Season 4: BAP water-deficit stress Aug 1-14,PI641807,29340.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 5 Column 7,5,7,33.0746913943708,-111.97494937048401,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329300,46260.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 30 Column 5,30,5,33.075589936279,-111.97498252075701,MAC Season 4: BAP water-deficit stress Aug 1-14,PI152727,22040.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 50 Column 8,50,8,33.076308794149,-111.974933742358,MAC Season 4: BAP water-deficit stress Aug 1-14,PI593916,37150.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 18 Column 7,18,7,33.0751586417092,-111.97494958455201,MAC Season 4: BAP water-deficit stress Aug 1-14,PI570047,19500.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 10 Column 6,10,6,33.074871099569,-111.97496582191401,MAC Season 4: BAP water-deficit stress Aug 1-14,PI179749,24430.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 9 Column 7,9,7,33.0748351627934,-111.97494943632299,MAC Season 4: BAP water-deficit stress Aug 1-14,PI585961,24140.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 7 Column 7,7,7,33.0747632786278,-111.974949403377,MAC Season 4: BAP water-deficit stress Aug 1-14,PI155516,23980.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 5 Column 6,5,6,33.0746913890301,-111.974965739567,MAC Season 4: BAP water-deficit stress Aug 1-14,PI570087,11210.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 5 Column 5,5,5,33.0746913837216,-111.974982108651,MAC Season 4: BAP water-deficit stress Aug 1-14,PI154987,14700.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 3 Column 5,3,5,33.0746194995545,-111.974982075734,MAC Season 4: BAP water-deficit stress Aug 1-14,PI330807,34370.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 27 Column 8,27,8,33.0754821259332,-111.974933363502,MAC Season 4: BAP water-deficit stress Aug 1-14,PI563295,40900.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 3 Column 8,3,8,33.074619515524894,-111.974932968443,MAC Season 4: BAP water-deficit stress Aug 1-14,PI653616,21940.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 53 Column 6,53,6,33.0764166097816,-111.974966530613,MAC Season 4: BAP water-deficit stress Aug 1-14,Big_Kahuna,15700.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 33 Column 7,33,7,33.0756977731518,-111.97494983162599,MAC Season 4: BAP water-deficit stress Aug 1-14,PI569443,14900.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 22 Column 6,22,6,33.0753024047953,-111.97496601963499,MAC Season 4: BAP water-deficit stress Aug 1-14,PI330184,25670.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 23 Column 9,23,9,33.0753383628465,-111.974916928431,MAC Season 4: BAP water-deficit stress Aug 15-30,PI651496,29650.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 13 Column 9,13,9,33.0749789418557,-111.97491676384199,MAC Season 4: BAP water-deficit stress Aug 15-30,PI329585,17530.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 24 Column 5,24,5,33.075374283649396,-111.974982421794,MAC Season 4: BAP water-deficit stress Aug 1-14,PI563002,44200.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 8 Column 9,8,9,33.0747992313525,-111.974916681589,MAC Season 4: BAP water-deficit stress Aug 15-30,PI329510,34810.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 52 Column 8,52,8,33.0763806783146,-111.974933775299,MAC Season 4: BAP water-deficit stress Aug 1-14,PI505735,20460.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 51 Column 8,51,8,33.0763447362232,-111.97493375884198,MAC Season 4: BAP water-deficit stress Aug 1-14,PI19770,24470.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 46 Column 8,46,8,33.076165025759394,-111.974933676481,MAC Season 4: BAP water-deficit stress Aug 1-14,PI576399,23420.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 25 Column 8,25,8,33.0754102417243,-111.974933330584,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329338,15830.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 18 Column 8,18,8,33.075158647032396,-111.974933215355,MAC Season 4: BAP water-deficit stress Aug 1-14,PI145633,30420.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 12 Column 8,12,8,33.0749429944533,-111.974933116537,MAC Season 4: BAP water-deficit stress Aug 1-14,PI641836,21390.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 11 Column 8,11,8,33.0749070523206,-111.974933100099,MAC Season 4: BAP water-deficit stress Aug 1-14,PI534165,9515.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 5 Column 8,5,8,33.0746913996924,-111.974933001374,MAC Season 4: BAP water-deficit stress Aug 1-14,PI152728,9186.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 43 Column 6,43,6,33.0760571888108,-111.974966365767,MAC Season 4: BAP water-deficit stress Aug 1-14,PI619807,20710.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 25 Column 6,25,6,33.0754102311017,-111.974966069037,MAC Season 4: BAP water-deficit stress Aug 1-14,PI155885,24940.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 14 Column 6,14,6,33.0750148679695,-111.974965887815,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329550,29740.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 50 Column 8,50,8,33.076308794149,-111.974933742358,MAC Season 4: BAP water-deficit stress Aug 1-14,PI593916,37150.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 49 Column 8,49,8,33.0762728520294,-111.97493372587499,MAC Season 4: BAP water-deficit stress Aug 1-14,PI330181,31100.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 39 Column 8,39,8,33.075913431048,-111.974933561116,MAC Season 4: BAP water-deficit stress Aug 1-14,PI154846,24160.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 20 Column 9,20,9,33.0752305365151,-111.974916879087,MAC Season 4: BAP water-deficit stress Aug 15-30,PI535792,17900.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 35 Column 8,35,8,33.075769662717,-111.974933495253,MAC Season 4: BAP water-deficit stress Aug 1-14,PI562897,27800.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 24 Column 6,24,6,33.0753742889549,-111.974966052554,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329478,21690.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 35 Column 7,35,7,33.0757696574144,-111.974949864567,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329351,21640.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 38 Column 7,38,7,33.0758774836627,-111.97494991399401,MAC Season 4: BAP water-deficit stress Aug 1-14,PI157804,28050.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 35 Column 5,35,5,33.075769646757195,-111.974982603187,MAC Season 4: BAP water-deficit stress Aug 1-14,PI569419,13290.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 34 Column 5,34,5,33.075733704657395,-111.97498258668502,MAC Season 4: BAP water-deficit stress Aug 1-14,PI153877,33190.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 31 Column 7,31,7,33.075625889013,-111.974949798687,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329506,22400.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 23 Column 5,23,5,33.075338341564304,-111.974982405324,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329841,20410.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 17 Column 7,17,7,33.0751226996284,-111.974949568075,MAC Season 4: BAP water-deficit stress Aug 1-14,PI157030,32720.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 15 Column 7,15,7,33.0750508153759,-111.974949535121,MAC Season 4: BAP water-deficit stress Aug 1-14,PI152971,28380.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 13 Column 5,13,5,33.0749789205611,-111.974982240496,MAC Season 4: BAP water-deficit stress Aug 1-14,PI586443,8775.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 10 Column 5,10,5,33.0748710942481,-111.97498219103501,MAC Season 4: BAP water-deficit stress Aug 1-14,PI641821,43730.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 5 Column 7,5,7,33.0746913943708,-111.97494937048401,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329300,46260.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 4 Column 7,4,7,33.0746554522873,-111.974949354012,MAC Season 4: BAP water-deficit stress Aug 1-14,PI156217,17810.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 52 Column 8,52,8,33.0763806783146,-111.974933775299,MAC Season 4: BAP water-deficit stress Aug 1-14,PI505735,20460.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 51 Column 8,51,8,33.0763447362232,-111.97493375884198,MAC Season 4: BAP water-deficit stress Aug 1-14,PI19770,24470.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 46 Column 8,46,8,33.076165025759394,-111.974933676481,MAC Season 4: BAP water-deficit stress Aug 1-14,PI576399,23420.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 32 Column 6,32,6,33.0756618257469,-111.97496618443199,MAC Season 4: BAP water-deficit stress Aug 1-14,PI569455,15750.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 25 Column 8,25,8,33.0754102417243,-111.974933330584,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329338,15830.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 12 Column 8,12,8,33.0749429944533,-111.974933116537,MAC Season 4: BAP water-deficit stress Aug 1-14,PI641836,21390.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 11 Column 8,11,8,33.0749070523206,-111.974933100099,MAC Season 4: BAP water-deficit stress Aug 1-14,PI534165,9515.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 5 Column 8,5,8,33.0746913996924,-111.974933001374,MAC Season 4: BAP water-deficit stress Aug 1-14,PI152728,9186.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 43 Column 6,43,6,33.0760571888108,-111.974966365767,MAC Season 4: BAP water-deficit stress Aug 1-14,PI619807,20710.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 25 Column 6,25,6,33.0754102311017,-111.974966069037,MAC Season 4: BAP water-deficit stress Aug 1-14,PI155885,24940.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 14 Column 6,14,6,33.0750148679695,-111.974965887815,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329550,29740.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 24 Column 9,24,9,33.0753743049264,-111.974916944897,MAC Season 4: BAP water-deficit stress Aug 15-30,PI641830,26240.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 17 Column 9,17,9,33.0751227102497,-111.97491682969,MAC Season 4: BAP water-deficit stress Aug 15-30,PI229841,32590.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 16 Column 9,16,9,33.0750867681009,-111.97491681323,MAC Season 4: BAP water-deficit stress Aug 15-30,PI566819,34610.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 3 Column 9,3,9,33.0746195208441,-111.974916599347,MAC Season 4: BAP water-deficit stress Aug 15-30,PI563020,20670.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 4 Column 7,4,7,33.0746554522873,-111.974949354012,MAC Season 4: BAP water-deficit stress Aug 1-14,PI156217,17810.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 48 Column 7,48,7,33.0762369045828,-111.974950078788,MAC Season 4: BAP water-deficit stress Aug 1-14,PI152733,39050.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 48 Column 6,48,6,33.0762368992763,-111.974966448189,MAC Season 4: BAP water-deficit stress Aug 1-14,PI563020,25210.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 38 Column 5,38,5,33.0758774730105,-111.974982652631,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329326,21180.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 18 Column 8,18,8,33.075158647032396,-111.974933215355,MAC Season 4: BAP water-deficit stress Aug 1-14,PI145633,30420.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 40 Column 6,40,6,33.0759493625606,-111.974966316283,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329841,47970.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 33 Column 8,33,8,33.0756977784939,-111.97493346235599,MAC Season 4: BAP water-deficit stress Aug 1-14,PI145619,31220.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 2 Column 8,2,8,33.0745835733958,-111.97493295197799,MAC Season 4: BAP water-deficit stress Aug 1-14,Big_Kahuna,21960.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 17 Column 7,17,7,33.0751226996284,-111.974949568075,MAC Season 4: BAP water-deficit stress Aug 1-14,PI157030,32720.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 15 Column 7,15,7,33.0750508153759,-111.974949535121,MAC Season 4: BAP water-deficit stress Aug 1-14,PI152971,28380.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 13 Column 5,13,5,33.0749789205611,-111.974982240496,MAC Season 4: BAP water-deficit stress Aug 1-14,PI586443,8775.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 10 Column 5,10,5,33.0748710942481,-111.97498219103501,MAC Season 4: BAP water-deficit stress Aug 1-14,PI641821,43730.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 5 Column 7,5,7,33.0746913943708,-111.97494937048401,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329300,46260.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 4 Column 7,4,7,33.0746554522873,-111.974949354012,MAC Season 4: BAP water-deficit stress Aug 1-14,PI156217,17810.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 51 Column 6,51,6,33.0763447255838,-111.974966497648,MAC Season 4: BAP water-deficit stress Aug 1-14,PI570106,14040.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 48 Column 7,48,7,33.0762369045828,-111.974950078788,MAC Season 4: BAP water-deficit stress Aug 1-14,PI152733,39050.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 48 Column 6,48,6,33.0762368992763,-111.974966448189,MAC Season 4: BAP water-deficit stress Aug 1-14,PI563020,25210.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 38 Column 5,38,5,33.0758774730105,-111.974982652631,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329326,21180.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 35 Column 7,35,7,33.0757696574144,-111.974949864567,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329351,21640.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 32 Column 6,32,6,33.0756618257469,-111.97496618443199,MAC Season 4: BAP water-deficit stress Aug 1-14,PI569455,15750.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 24 Column 6,24,6,33.0753742889549,-111.974966052554,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329478,21690.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 24 Column 5,24,5,33.075374283649396,-111.974982421794,MAC Season 4: BAP water-deficit stress Aug 1-14,PI563002,44200.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 23 Column 5,23,5,33.075338341564304,-111.974982405324,MAC Season 4: BAP water-deficit stress Aug 1-14,PI329841,20410.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 18 Column 7,18,7,33.0751586417092,-111.97494958455201,MAC Season 4: BAP water-deficit stress Aug 1-14,PI570047,19500.0,kg / ha
2017-09-11,MAC Field Scanner Season 4 Range 9 Column 7,9,7,33.0748351627934,-111.97494943632299,MAC Season 4: BAP water-deficit stress Aug 1-14,PI585961,24140.0,kg / ha
